vendor_id_code,payee,agency,fiscal_year,transaction_reference_id,amount,distinct_txns,day_span,first_date,last_date,exposure,severity,status,confidence
PZ000029990,MARICOPA COUNTY,DEPT OF HOUSING,2024,GAXHDA2WAP1163,25814.9000,2,86,2023-10-25,2024-01-19,25814.9000,low,unreviewed,medium
00010306,MERCY CARE,AHCCCS,2024,GAXCMHCAPMMS24003619,2562.0000,2,5,2024-01-19,2024-01-24,2562.0000,low,unreviewed,medium
00010254,"CARE 1ST HEALTH PLAN ARIZONA, INC.",AHCCCS,2025,GAXCMHCAPMMS25001671,504.7700,2,4,2024-09-26,2024-09-30,504.7700,low,unreviewed,medium
PZ000040049,"AAA ARIZONA\, INC.",DEPT OF TRANSPORTATION,2018,PRCPZ1DTAPR0000767059,198.0000,2,99,2018-03-07,2018-06-14,198.0000,low,unreviewed,medium
00010705,HEALTH CHOICE INTEGRATED CARE,AHCCCS,2018,GAXCMHCAPMMS18000137,190.1400,2,2,2017-07-10,2017-07-12,190.1400,low,unreviewed,medium
00010735,CENPATICO INTERGRATED CARE,AHCCCS,2018,GAXCMHCAPMMS18001509,875.8300,2,2,2017-10-23,2017-10-25,875.8300,low,unreviewed,medium
00010497,STEWARD HEALTH CHOICE ARIZONA INC,AHCCCS,2021,GAXCMHCAPMMS21004343,1106.7500,2,3,2021-04-30,2021-05-03,1106.7500,low,unreviewed,medium
40858701,AZ UROLOGY SPECIALISTS,AHCCCS,2021,GAXCMHCAPMMS21002186,418.2900,2,2,2020-11-23,2020-11-25,418.2900,low,unreviewed,medium
00190017,NAVAJO NATION,AHCCCS,2023,GAXCMHCAPMMS23004680,63.6800,2,37,2023-05-24,2023-06-30,63.6800,low,unreviewed,medium
00010500,"MAGELLAN COMPLETE CARE OF ARIZONA, INC",AHCCCS,2023,GAXCMHCAPMMS23004733,6503.2100,2,5,2023-05-26,2023-05-31,6503.2100,low,unreviewed,medium
32497701,VHS OUTPATIENT CLINIC INC,AHCCCS,2024,GAXCMHCAPMMS24001489,10.8100,2,2,2023-09-11,2023-09-13,10.8100,low,unreviewed,medium
CH0131718,NAME REDACTED,DEPT OF CHILD SAFETY,2024,GAXNECHAPY002930127,205.6600,2,6,2024-02-07,2024-02-13,205.6600,low,unreviewed,medium
07094101,HERITAGE COURT POST ACUTE,AHCCCS,2024,GAXCMHCAPMMS24005713,671.3800,2,23,2024-05-20,2024-06-12,671.3800,low,unreviewed,medium
GHOSTDEA0001,CENTRAL TRAVEL ACCOUNT (GHOST CARD) DEA,DEPT OF ECONOMIC SECURITY,2025,GAXDEA2A341335,204.5200,2,7,2024-10-24,2024-10-31,204.5200,low,unreviewed,medium
GHOSTGFA0001,CENTRAL TRAVEL ACCOUNT (GHOST CARD) GFA,GAME AND FISH DEPARTMENT,2025,GAXGFAWMHBJS1024,27.8300,2,7,2024-10-24,2024-10-31,27.8300,low,unreviewed,medium
GHOSTDEA0001,CENTRAL TRAVEL ACCOUNT (GHOST CARD) DEA,DEPT OF ECONOMIC SECURITY,2025,GAXDEA2A341334,439.4600,2,7,2024-10-24,2024-10-31,439.4600,low,unreviewed,medium
CH0138480,NAME REDACTED,DEPT OF CHILD SAFETY,2025,GAXNECHAPY003334596,401.4500,2,35,2025-04-04,2025-05-09,401.4500,low,unreviewed,medium
12856301,ARCADIA DIALYSIS,AHCCCS,2024,GAXCMHCAPMMS24003247,509.0600,2,13,2023-12-26,2024-01-08,509.0600,low,unreviewed,medium
00010306,MERCY CARE PLAN,AHCCCS,2018,GAXHCAPMMS18039624,2140.2400,2,1,2017-10-04,2017-10-05,2140.2400,low,unreviewed,medium
47266301,TUBA CITY DIALYSIS CENTER,AHCCCS,2018,GAXCMHCAPMMS18004282,910.1200,2,10,2018-05-21,2018-05-31,910.1200,low,unreviewed,medium
01010314,BANNER UNIVERSITY FAMILY CARE,AHCCCS,2021,GAXCMHCAPMMS21002334,220.1900,2,2,2020-12-07,2020-12-09,220.1900,low,unreviewed,medium
00010306,MERCY CARE,AHCCCS,2021,GAXCMHCAPMMS21003836,827.8700,2,2,2021-03-22,2021-03-24,827.8700,low,unreviewed,medium
00010422,HEALTH NET ACCESS INC,AHCCCS,2021,GAXCMHCAPMMS21003799,2259.2600,2,4,2021-03-19,2021-03-23,2259.2600,low,unreviewed,medium
CH0131087,NAME REDACTED,DEPT OF CHILD SAFETY,2021,GAXNECHAPY001948472,449.9400,2,4,2021-06-07,2021-06-11,449.9400,low,unreviewed,medium
CH0115034,NAME REDACTED,DEPT OF CHILD SAFETY,2021,GAXNECHAPY001968079,720.0000,2,7,2021-06-10,2021-06-17,720.0000,low,unreviewed,medium
19260201,ASSURED IMAGING WOMENS,AHCCCS,2023,GAXCMHCAPMMS23002456,118.2400,2,10,2022-12-19,2022-12-29,118.2400,low,unreviewed,medium
42768601,VIRTUAL RADIOLOGIC PROF,AHCCCS,2023,GAXCMHCAPMMS23003489,54.7000,2,123,2023-02-27,2023-06-30,54.7000,low,unreviewed,medium
CH0091883,NAME REDACTED,DEPT OF CHILD SAFETY,2024,GAXNECHAPY002821193,400.2300,2,6,2023-10-05,2023-10-11,400.2300,low,unreviewed,medium
CH0153462,NAME REDACTED,DEPT OF CHILD SAFETY,2025,GAXNECHAPY003266864,5.3000,2,19,2025-01-31,2025-02-19,5.3000,low,unreviewed,medium
00010735,CENPATICO INTERGRATED CARE,AHCCCS,2018,GAXCMHCAPMMS18002573,1030.7300,2,5,2018-01-13,2018-01-18,1030.7300,low,unreviewed,medium
00010789,MERCY MARICOPA INTEGRATED CARE,AHCCCS,2021,GAXNEHCAPMMS21006085,233.0700,3,12,2020-07-22,2020-08-03,466.1400,low,unreviewed,medium
00010500,"MAGELLAN COMPLETE CARE OF ARIZONA, INC",AHCCCS,2023,GAXCMHCAPMMS23001057,111.4600,2,4,2022-09-15,2022-09-19,111.4600,low,unreviewed,medium
00531101,JOURNEY SOLUTIONS COMMUNI,AHCCCS,2023,GAXHCAPRG230000410,4012.5900,2,7,2022-09-13,2022-09-20,4012.5900,low,unreviewed,medium
40540101,RETINAL CONSULT OF AZ,AHCCCS,2023,GAXNEHCAPMMS23014834,2151.1300,2,61,2022-10-14,2022-12-14,2151.1300,low,unreviewed,medium
15688901,STEPBYSTEPHEALTHANDWELLNE,AHCCCS,2024,GAXNEHCAPMMS24004083,522.9600,2,45,2023-07-17,2023-08-31,522.9600,low,unreviewed,medium
IV0000004024,WILENCHIK & BARTNESS PC,DEPT OF ADMINISTRATION,2024,GAXRMADA242V000210,0.4000,2,24,2023-07-18,2023-08-11,0.4000,low,unreviewed,medium
33714502,HOURIHAN/TERI A.,AHCCCS,2024,GAXCMHCAPMMS24000013,1170.2800,3,13,2023-07-08,2023-07-21,2340.5600,low,unreviewed,medium
00010306,MERCY CARE,AHCCCS,2024,GAXCMHCAPMMS24001871,1905.4300,2,4,2023-10-06,2023-10-10,1905.4300,low,unreviewed,medium
CH0064584,NAME REDACTED,DEPT OF CHILD SAFETY,2024,GAXNECHAPY002820843,190.1700,2,7,2023-10-05,2023-10-12,190.1700,low,unreviewed,medium
00010254,"CARE 1ST HEALTH PLAN ARIZONA, INC.",AHCCCS,2024,GAXCMHCAPRG240000093,1140.3100,2,3,2024-01-03,2024-01-06,1140.3100,low,unreviewed,medium
00010422,HEALTH NET ACCESS INC,AHCCCS,2024,GAXCMHCAPRG240000067,3362.8500,2,9,2024-01-03,2024-01-12,3362.8500,low,unreviewed,medium
24196101,MOUNTAIN VISTA MED CTR,AHCCCS,2025,GAXCMHCAPMMS25000991,980.8600,2,9,2024-08-19,2024-08-28,980.8600,low,unreviewed,medium
00010497,STEWARD HEALTH CHOICE ARIZONA INC,AHCCCS,2025,GAXCMHCAPRG250000021,796556.7100,2,1,2024-08-29,2024-08-30,796556.7100,medium,unreviewed,medium
29962201,ASSOCIATED RETINA CONSULT,AHCCCS,2025,GAXCMHCAPMMS25003406,225.0000,2,10,2025-01-27,2025-02-06,225.0000,low,unreviewed,medium
53985901,2047 W KEIM MANAGEMENT LL,AHCCCS,2025,GAXCMHCAPMMS25003197,1648.5200,2,100,2025-01-13,2025-04-23,1648.5200,low,unreviewed,medium
00010158,"ARIZONA PHYSICIANS IPA, INC.",AHCCCS,2021,GAXCMHCAPMMS21000658,1247.0100,2,2,2020-08-12,2020-08-14,1247.0100,low,unreviewed,medium
23543801,FRESENIUS MEDICAL CARE,AHCCCS,2023,GAXCMHCAPMMS23005215,390.6100,2,9,2023-06-12,2023-06-21,390.6100,low,unreviewed,medium
37753201,SO. WESTERN EYE-C. GRANDE,AHCCCS,2023,GAXCMHCAPMMS23005325,778.7200,2,4,2023-06-26,2023-06-30,778.7200,low,unreviewed,medium
01167801,HAVEN OF GLOBE,AHCCCS,2023,GAXCMHCAPMMS23005329,2003.6300,2,4,2023-06-26,2023-06-30,2003.6300,low,unreviewed,medium
IV0000023819,CISCO SYSTEMS INC,AHCCCS,2023,GAXIV1HCAINV001082753,454.7000,2,2,2023-06-26,2023-06-28,454.7000,low,unreviewed,medium
00010306,MERCY CARE,AHCCCS,2024,GAXCMHCAPMMS24001719,1340.4400,2,2,2023-09-25,2023-09-27,1340.4400,low,unreviewed,medium
CH0077040,NAME REDACTED,DEPT OF CHILD SAFETY,2024,GAXNECHAPY002836606,413.5700,2,8,2023-11-06,2023-11-14,413.5700,low,unreviewed,medium
IV0000006127,WILLING SERVICE CORP,DEPT OF PUBLIC SAFETY,2024,GAXIV1PSAINV001435883,2779.9600,2,65,2024-04-17,2024-06-21,2779.9600,low,unreviewed,medium
00010795,MERCY MARICOPA INTERGRATED CARE,AHCCCS,2018,GAXCMHCAPMMS18001749,6112.4700,2,5,2017-11-09,2017-11-14,6112.4700,low,unreviewed,medium
78432301,EMPOWER EMERGENCY PHYS.,AHCCCS,2018,GAXCMHCAPMMS18003709,481.0500,2,9,2018-04-09,2018-04-18,481.0500,low,unreviewed,medium
30379801,SCOTTSDALE HEALTHCARE HOS,AHCCCS,2018,GAXCMHCAPMMS18004061,78.3300,2,16,2018-05-07,2018-05-23,78.3300,low,unreviewed,medium
CH0090538,NAME REDACTED,DEPT OF CHILD SAFETY,2021,GAXNECHAPY001885242,17.0100,2,6,2021-03-10,2021-03-16,17.0100,low,unreviewed,medium
CH0129305,NAME REDACTED,DEPT OF CHILD SAFETY,2021,GAXNECHAPY001884368,29.4500,2,6,2021-03-11,2021-03-17,29.4500,low,unreviewed,medium
53046801,SONORAN WOUND CARE LLC,AHCCCS,2021,GAXCMHCAPMMS21003616,34.5500,2,2,2021-03-08,2021-03-10,34.5500,low,unreviewed,medium
CH0124615,NAME REDACTED,DEPT OF CHILD SAFETY,2021,GAXNECHAPY001878751,9.2400,2,7,2021-03-05,2021-03-12,9.2400,low,unreviewed,medium
CH0126988,NAME REDACTED,DEPT OF CHILD SAFETY,2021,GAXNECHAPY001910257,68.2000,2,69,2021-04-09,2021-06-17,68.2000,low,unreviewed,medium
12575101,REUNION REHABILITATION HO,AHCCCS,2023,GAXCMHCAPMMS23001186,6930.6100,2,277,2022-09-26,2023-06-30,6930.6100,low,unreviewed,medium
CH0116595,NAME REDACTED,DEPT OF CHILD SAFETY,2023,GAXNECHAPY002518971,143.1100,2,6,2022-12-06,2022-12-12,143.1100,low,unreviewed,medium
00010306,MERCY CARE,AHCCCS,2025,GAXCMHCAPMMS25003353,1995.2500,2,4,2025-01-24,2025-01-28,1995.2500,low,unreviewed,medium
16197001,DOORS OPEN HEALTH CARE SE,AHCCCS,2023,GAXNEHCAPMMS23112932,1417.3200,2,72,2023-02-15,2023-04-28,1417.3200,low,unreviewed,medium
VC0000000207,GOLD BRIDGE PARTNERS INC,COMMISSION FOR POSTSECONDARY EDUCATION,2018,GAXPEA218PE027,1699.5000,2,1,2017-08-10,2017-08-11,1699.5000,low,unreviewed,medium
CH0093542,NAME REDACTED,DEPT OF CHILD SAFETY,2021,GAXNECHAPY001858019,362.6000,2,6,2021-03-04,2021-03-10,362.6000,low,unreviewed,medium
CH0049647,NAME REDACTED,DEPT OF CHILD SAFETY,2021,GAXNECHAPY001872857,688.8000,2,5,2021-03-04,2021-03-09,688.8000,low,unreviewed,medium
CH0107024,NAME REDACTED,DEPT OF CHILD SAFETY,2021,GAXNECHAPY001877374,14.8400,2,7,2021-03-10,2021-03-17,14.8400,low,unreviewed,medium
CH0134143,NAME REDACTED,DEPT OF CHILD SAFETY,2021,GAXNECHAPY001885040,641.4200,2,97,2021-03-10,2021-06-15,641.4200,low,unreviewed,medium
69507501,MEDASSURE OF TUCSON INC,AHCCCS,2023,GAXCMHCAPMMS23001219,2422.6400,2,2,2022-09-26,2022-09-28,2422.6400,low,unreviewed,medium
53406801,PAUL MUNGOH,AHCCCS,2023,GAXNEHCAPMMS23042992,425.1300,2,6,2022-09-28,2022-10-04,425.1300,low,unreviewed,medium
00010500,"MAGELLAN COMPLETE CARE OF ARIZONA, INC",AHCCCS,2023,GAXCMHCAPMMS23003303,453.1000,2,2,2023-02-13,2023-02-15,453.1000,low,unreviewed,medium
VC0000010700,FAMILY SCHOOL,DEPT OF EDUCATION,2023,GAXEDA22244F244,444.9200,2,163,2022-09-07,2023-02-17,444.9200,low,unreviewed,medium
00010306,MERCY CARE,AHCCCS,2024,GAXCMHCAPMMS24001171,115.4000,3,4,2023-08-24,2023-08-28,230.8000,low,unreviewed,medium
CH0147367,NAME REDACTED,DEPT OF CHILD SAFETY,2024,GAXNECHAPY002775350,864.7200,2,21,2023-08-25,2023-09-15,864.7200,low,unreviewed,medium
42387901,COMMUNITY MEDICAL SERVICE,AHCCCS,2024,GAXCMHCAPMMS24002572,2091.3600,2,29,2023-11-14,2023-12-13,2091.3600,low,unreviewed,medium
00010306,MERCY CARE,AHCCCS,2025,GAXCMHCAPMMS25001404,5837.5900,2,2,2024-09-11,2024-09-13,5837.5900,low,unreviewed,medium
CH0113931,NAME REDACTED,DEPT OF CHILD SAFETY,2025,GAXNECHAPY003307269,399.2600,2,53,2025-03-06,2025-04-28,399.2600,low,unreviewed,medium
CH0135064,NAME REDACTED,DEPT OF CHILD SAFETY,2021,GAXNECHAPY001877403,69.1600,2,84,2021-03-05,2021-05-28,69.1600,low,unreviewed,medium
CH0064016,NAME REDACTED,DEPT OF CHILD SAFETY,2021,GAXNECHAPY001861163,463.4800,2,53,2021-03-04,2021-04-26,463.4800,low,unreviewed,medium
CH0132416,NAME REDACTED,DEPT OF CHILD SAFETY,2021,GAXNECHAPY001885297,31.6200,2,36,2021-03-11,2021-04-16,31.6200,low,unreviewed,medium
00010306,MERCY CARE,AHCCCS,2021,GAXCMHCAPMMS21002085,1896.8100,2,2,2020-11-18,2020-11-20,1896.8100,low,unreviewed,medium
00010254,"CARE 1ST HEALTH PLAN ARIZONA, INC.",AHCCCS,2023,GAXCMHCAPMMS23003833,233.4400,2,4,2023-03-23,2023-03-27,233.4400,low,unreviewed,medium
CH0081967,NAME REDACTED,DEPT OF CHILD SAFETY,2023,GAXNECHAPY002712454,167.6200,2,3,2023-06-12,2023-06-15,167.6200,low,unreviewed,medium
31280701,ARCADIA PEDIATRIC DENTIST,AHCCCS,2023,GAXCMHCAPMMS23005218,2116.8400,2,18,2023-06-12,2023-06-30,2116.8400,low,unreviewed,medium
63324501,DIAGNOSTIC LABORATORIES,AHCCCS,2025,GAXNEHCAPMMS25097988,81.6900,2,8,2025-02-12,2025-02-20,81.6900,low,unreviewed,medium
91272901,GREATER ANESTHESIA SOLUTI,AHCCCS,2018,GAXCMHCAPMMS18002038,160.2300,2,9,2017-12-04,2017-12-13,160.2300,low,unreviewed,medium
CH0039728,NAME REDACTED,DEPT OF CHILD SAFETY,2023,GAXNECHAPY002663948,440.2000,3,40,2023-05-05,2023-06-14,880.4000,low,unreviewed,medium
00010306,MERCY CARE,AHCCCS,2023,GAXCMHCAPMMS23004363,2293.5800,2,2,2023-05-09,2023-05-11,2293.5800,low,unreviewed,medium
99169601,ARCADIA LUNG AND WELLNESS,AHCCCS,2025,GAXCMHCAPMMS25004359,84.8700,2,2,2025-03-31,2025-04-02,84.8700,low,unreviewed,medium
15365501,NORTHERN ARIZONA HPG LLC,AHCCCS,2023,GAXCMHCAPMMS23001017,16.4900,2,291,2022-09-12,2023-06-30,16.4900,low,unreviewed,medium
CH0022893,NAME REDACTED,DEPT OF CHILD SAFETY,2023,GAXNECHAPY002591572,147.8800,2,4,2023-02-06,2023-02-10,147.8800,low,unreviewed,medium
CH0038025,NAME REDACTED,DEPT OF CHILD SAFETY,2023,GAXNECHAPY002573555,552.3800,2,4,2023-02-06,2023-02-10,552.3800,low,unreviewed,medium
33552201,ORTHOFIX INC,AHCCCS,2024,GAXCMHCAPMMS24000110,3698.7300,2,7,2023-07-13,2023-07-20,3698.7300,low,unreviewed,medium
00010254,"CARE 1ST HEALTH PLAN ARIZONA, INC.",AHCCCS,2024,GAXCMHCAPMMS24004739,2927.7400,2,2,2024-03-13,2024-03-15,2927.7400,low,unreviewed,medium
45360501,"MOUNTAIN LAND REHAB., INC",AHCCCS,2021,GAXNEHCAPMMS21130967,17.2200,2,7,2021-04-28,2021-05-05,17.2200,low,unreviewed,medium
47266301,TUBA CITY DIALYSIS CENTER,AHCCCS,2023,GAXCMHCAPMMS23003870,6169.2300,2,2,2023-03-27,2023-03-29,6169.2300,low,unreviewed,medium
CH0136300,NAME REDACTED,DEPT OF CHILD SAFETY,2023,GAXNECHAPY002626870,150.0000,2,81,2023-03-27,2023-06-16,150.0000,low,unreviewed,medium
62701901,JESA HOMES LLC,AHCCCS,2023,GAXNEHCAPMMS23110183,14601.1900,2,50,2023-02-08,2023-03-30,14601.1900,low,unreviewed,medium
00010254,"CARE 1ST HEALTH PLAN ARIZONA, INC.",AHCCCS,2024,GAXCMHCAPMMS24002027,898.1900,2,2,2023-10-18,2023-10-20,898.1900,low,unreviewed,medium
00010497,STEWARD HEALTH CHOICE ARIZONA INC,AHCCCS,2025,GAXCMHCAPMMS25001081,10102.5200,2,2,2024-08-21,2024-08-23,10102.5200,low,unreviewed,medium
01010422,"BRIDGEWAY HEALTH SOLUTIONS OF ARIZONA, INC.",AHCCCS,2025,GAXCMHCAPMMS25005065,677.9200,2,2,2025-05-12,2025-05-14,677.9200,low,unreviewed,medium
00010789,MERCY MARICOPA INTEGRATED CARE,AHCCCS,2023,GAXCMHCAPMMS23004811,201.7900,2,31,2023-05-30,2023-06-30,201.7900,low,unreviewed,medium
00010715,HEALTH CHOICE INTERGRATED CARE LLC,AHCCCS,2018,GAXCMHCAPMMS18001851,1035.0600,2,5,2017-11-16,2017-11-21,1035.0600,low,unreviewed,medium
67383601,WOMENS HEALTH NOW,AHCCCS,2018,GAXHCAPMMS18052878,253.8100,2,5,2017-11-01,2017-11-06,253.8100,low,unreviewed,medium
43465504,PARA/DANIEL J.,AHCCCS,2018,GAXCMHCAPMMS18001330,53.0700,2,29,2017-10-10,2017-11-08,53.0700,low,unreviewed,medium
VC0000011788,NAME REDACTED,DEPT OF ECONOMIC SECURITY,2018,GAXRMDEA2E0000959321,1592.0000,2,28,2017-10-30,2017-11-27,1592.0000,low,unreviewed,medium
00010306,MERCY CARE PLAN,AHCCCS,2018,GAXHCAPMMS18039656,5151.8000,2,1,2017-10-04,2017-10-05,5151.8000,low,unreviewed,medium
IV0000017165,DELL MARKETING LP,ATTORNEY GENERAL (DEPT OF LAW),2021,GAXIV1AGAINV000485844,706.1500,2,1,2020-09-30,2020-10-01,706.1500,low,unreviewed,medium
CH0135689,NAME REDACTED,DEPT OF CHILD SAFETY,2021,GAXNECHAPY001915719,715.0000,2,24,2021-04-16,2021-05-10,715.0000,low,unreviewed,medium
CH0072970,NAME REDACTED,DEPT OF CHILD SAFETY,2023,GAXNECHAPY002413042,610.0800,2,6,2022-08-04,2022-08-10,610.0800,low,unreviewed,medium
IV0000006181,SPIDER TRACKS LIMITED,GAME AND FISH DEPARTMENT,2023,GAXIV1GFAINV000969950,361.7600,2,52,2022-08-01,2022-09-22,361.7600,low,unreviewed,medium
CH0093287,NAME REDACTED,DEPT OF CHILD SAFETY,2023,GAXNECHAPY002508898,15.1500,2,63,2022-11-30,2023-02-01,15.1500,low,unreviewed,medium
CH0130621,NAME REDACTED,DEPT OF CHILD SAFETY,2023,GAXNECHAPY002636404,65.1000,2,3,2023-04-10,2023-04-13,65.1000,low,unreviewed,medium
CH0146196,NAME REDACTED,DEPT OF CHILD SAFETY,2023,GAXNECHAPY002634393,85.5600,2,3,2023-04-11,2023-04-14,85.5600,low,unreviewed,medium
CH0078572,NAME REDACTED,DEPT OF CHILD SAFETY,2023,GAXNECHAPY002638240,310.4100,2,7,2023-04-10,2023-04-17,310.4100,low,unreviewed,medium
CH0095041,NAME REDACTED,DEPT OF CHILD SAFETY,2024,GAXNECHAPY002769086,376.2500,3,10,2023-08-04,2023-08-14,752.5000,low,unreviewed,medium
CH0151003,NAME REDACTED,DEPT OF CHILD SAFETY,2024,GAXNECHAPY003030625,22.1200,2,49,2024-05-06,2024-06-24,22.1200,low,unreviewed,medium
00010422,HEALTH NET ACCESS INC,AHCCCS,2025,GAXCMHCAPMMS25001487,1767.9600,2,2,2024-09-16,2024-09-18,1767.9600,low,unreviewed,medium
IV0000009185,DRURY SOUTHWEST FLAGSTAFF LLC,DEPT OF TRANSPORTATION,2025,GAXDTA25C1532,927.2400,2,46,2025-03-13,2025-04-28,927.2400,low,unreviewed,medium
58202701,MACKENZIE DERMATOLOGY,AHCCCS,2018,GAXHCAPMMS18120647,74.8300,2,35,2018-03-28,2018-05-02,74.8300,low,unreviewed,medium
00010735,CENPATICO INTERGRATED CARE,AHCCCS,2018,GAXCMHCAPMMS18004239,1668.8000,2,2,2018-05-16,2018-05-18,1668.8000,low,unreviewed,medium
00010735,CENPATICO INTERGRATED CARE,AHCCCS,2018,GAXCMHCAPMMS18002176,2083.3900,2,6,2017-12-12,2017-12-18,2083.3900,low,unreviewed,medium
00010497,STEWARD HEALTH CHOICE ARIZONA INC,AHCCCS,2021,GAXCMHCAPMMS21000690,346.8000,2,4,2020-08-14,2020-08-18,346.8000,low,unreviewed,medium
00010497,STEWARD HEALTH CHOICE ARIZONA INC,AHCCCS,2021,GAXCMHCAPMMS21000853,331.3800,2,2,2020-08-24,2020-08-26,331.3800,low,unreviewed,medium
73686802,DENGA MEDICAL TRANS LLC,AHCCCS,2021,GAXNEHCAPMMS21080850,238.4600,2,8,2021-01-06,2021-01-14,238.4600,low,unreviewed,medium
56019401,COMMUNITY MED - BUCKEYE,AHCCCS,2021,GAXCMHCAPMMS21003524,57.7400,2,9,2021-03-01,2021-03-10,57.7400,low,unreviewed,medium
CH0119501,NAME REDACTED,DEPT OF CHILD SAFETY,2021,GAXNECHAPY001867916,419.9500,2,29,2021-03-04,2021-04-02,419.9500,low,unreviewed,medium
20843401,"VALLEY ENT, PC",AHCCCS,2021,GAXCMHCAPMMS21003606,169.7600,2,9,2021-03-08,2021-03-17,169.7600,low,unreviewed,medium
00190017,NAVAJO NATION,AHCCCS,2021,GAXCMHCAPMMS21001537,2.7500,3,22,2020-10-13,2020-11-04,5.5000,low,unreviewed,medium
43362201,SONORAN OTHO TRAUMA SURG,AHCCCS,2023,GAXCMHCAPMMS23004666,698.9700,2,8,2023-05-24,2023-06-01,698.9700,low,unreviewed,medium
00010422,HEALTH NET ACCESS INC,AHCCCS,2023,GAXCMHCAPMMS23004314,1705.6400,2,4,2023-04-28,2023-05-02,1705.6400,low,unreviewed,medium
07011001,KORDS SOUTHWEST,AHCCCS,2023,GAXCMHCAPMMS23004786,76.4600,2,2,2023-05-30,2023-06-01,76.4600,low,unreviewed,medium
IV0000057653,PRO HOSPITALITY SIX LLC,DEPT OF TRANSPORTATION,2023,GAXDTA23C457,24.7400,2,65,2023-03-29,2023-06-02,24.7400,low,unreviewed,medium
40175701,PHOENIX NEUROLOGICAL INST,AHCCCS,2024,GAXCMHCAPMMS24003131,51.4900,2,3,2023-12-18,2023-12-21,51.4900,low,unreviewed,medium
CH0148449,NAME REDACTED,DEPT OF CHILD SAFETY,2024,GAXNECHAPY002859376,43.2000,2,44,2023-11-07,2023-12-21,43.2000,low,unreviewed,medium
CH0148325,NAME REDACTED,DEPT OF CHILD SAFETY,2024,GAXNECHAPY002890503,8.4000,2,6,2023-12-15,2023-12-21,8.4000,low,unreviewed,medium
IV0000080211,LIAM SEMENSOHN,DEPT OF VETERANS SERVICES,2025,GAXIV1VSAINV001517460,85.0000,2,36,2024-08-06,2024-09-11,85.0000,low,unreviewed,medium
70166501,DSI PHOENIX SOUTH RENAL,AHCCCS,2025,GAXCMHCAPMMS25002517,360.2100,2,23,2024-11-25,2024-12-18,360.2100,low,unreviewed,medium
34620901,BISBEE HOSPITAL ASSOCIATION,AHCCCS,2025,GAXCMHCAPMMS25005168,7.2400,2,21,2025-05-19,2025-06-09,7.2400,low,unreviewed,medium
00010735,CENPATICO INTERGRATED CARE,AHCCCS,2018,GAXCMHCAPMMS18001992,75.4300,2,2,2017-11-29,2017-12-01,75.4300,low,unreviewed,medium
25408301,HEILVEIL/IRA P.,AHCCCS,2018,GAXHCAPMMS18056935,461.2900,2,35,2018-01-31,2018-03-07,461.2900,low,unreviewed,medium
47212601,RENAL CARE GP.- SUN LAKES,AHCCCS,2018,GAXCMHCAPMMS18002493,1282.2400,2,23,2018-01-08,2018-01-31,1282.2400,low,unreviewed,medium
44935701,MAYO CLINIC HOSPITAL,AHCCCS,2018,GAXCMHCAPMMS18002642,49.0300,2,8,2018-01-16,2018-01-24,49.0300,low,unreviewed,medium
00010306,MERCY CARE PLAN,AHCCCS,2018,GAXHCAPMMS18041367,3269.8000,2,1,2017-10-04,2017-10-05,3269.8000,low,unreviewed,medium
00010306,MERCY CARE PLAN,AHCCCS,2018,GAXHCAPMMS18042644,31051.0000,2,1,2017-10-04,2017-10-05,31051.0000,low,unreviewed,medium
00010306,MERCY CARE,AHCCCS,2021,GAXCMHCAPMMS21001319,926.9100,2,2,2020-09-28,2020-09-30,926.9100,low,unreviewed,medium
CH0098819,NAME REDACTED,DEPT OF CHILD SAFETY,2023,GAXNECHAPY002397411,145.1400,2,28,2022-08-04,2022-09-01,145.1400,low,unreviewed,medium
CH0142665,NAME REDACTED,DEPT OF CHILD SAFETY,2023,GAXNECHAPY002564211,305.6600,2,6,2023-01-11,2023-01-17,305.6600,low,unreviewed,medium
CH0118804,NAME REDACTED,DEPT OF CHILD SAFETY,2023,GAXNECHAPY002562909,24.0900,2,4,2023-01-09,2023-01-13,24.0900,low,unreviewed,medium
IV0000006704,VERIZON WIRELESS SERVICE LLC,DEPT OF INSURANCE AND FINANCIAL INSTITUTIONS,2023,GAXIDA230000023913,40.0100,5,9,2023-03-28,2023-04-06,160.0400,low,unreviewed,medium
CH0111214,NAME REDACTED,DEPT OF CHILD SAFETY,2023,GAXNECHAPY002629878,502.0300,2,7,2023-04-10,2023-04-17,502.0300,low,unreviewed,medium
0201071B,MARICOPA MEDICAL CENTER,AHCCCS,2023,GAXCMHCAPMMS23004098,1825.8700,2,7,2023-04-13,2023-04-20,1825.8700,low,unreviewed,medium
00010166,DCS/CMDP,AHCCCS,2024,GAXCMHCAPMMS24003095,627.5900,2,7,2023-12-14,2023-12-21,627.5900,low,unreviewed,medium
GHOSTSTA0001,CENTRAL TRAVEL ACCOUNT (GHOST CARD) STA,SECRETARY OF STATE (DEPT OF STATE),2025,GAXSTAP7767-2410,793.9600,2,7,2024-10-24,2024-10-31,793.9600,low,unreviewed,medium
GHOSTGFA0001,CENTRAL TRAVEL ACCOUNT (GHOST CARD) GFA,GAME AND FISH DEPARTMENT,2025,GAXGFAFOR61024AMIE,136.4100,2,7,2024-10-23,2024-10-30,136.4100,low,unreviewed,medium
