vendor_id_code,payee,total_paid,last_fy,matched_list_entry,basis,list,severity,status
PZ000019526,INDUSTRIAL SOLUTIONS,18389.8900,2016,INDUSTRIAL SOLUTIONS,NPWMD,OFAC SDN,high,unreviewed
